Category	Occupation	Malay	Estonian	Finnish	Hungarian	Armenian	Bengali-HF	Bengali-HP	Bengali-TF	Bengali-TP	Bengali-EF	Bengali-EP	Japanese	Turkish	Yoruba	Basque	Swahili	Chinese
Production occupations	Shoe machine tender	Male	Male	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Shoe repairer	Male	Male	Female	Male	Female	?	Neutral	Male	Male	Female	Female	Male	?	?	?	Male	?
Production occupations	Shoe worker	Female	Female	Female	Female	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Solderer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Soldering worker	Male	Male	Male	Female	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Sorters	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Production occupations	Stationary engineer	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Production occupations	Structural metal fabricator	Male	Neutral	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Structural metal fitter	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Synthetic fiber extruding machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Production occupations	Synthetic fiber extruding machine setter	Male	Male	Female	Female	Male	?	Neutral	?	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Synthetic fiber extruding machine tender	Male	Male	Male	Female	?	?	Neutral	?	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	System operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Production occupations	Tailor	Female	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Testers	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Textile bleaching machine operator	Male	Male	Male	Female	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	Male
Production occupations	Textile bleaching machine tender	Male	Male	Female	Female	Male	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile cutting machine operator	Male	Male	Male	Female	Female	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile cutting machine setter	Male	Female	Female	Female	Female	?	Neutral	?	Male	Female	Female	Male	?	Neutral	?	Male	?
Production occupations	Textile cutting machine tender	Male	Male	Female	Female	Male	?	Neutral	?	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Textile drawing out machine operator	Male	Male	Male	Female	Female	?	Neutral	?	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile drawing out machine setter	Male	Male	Female	Female	Female	?	Neutral	?	Male	Female	Female	Male	?	Neutral	?	Male	?
Production occupations	Textile drawing out machine tender	Male	Male	Female	Female	Female	?	?	?	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Textile dyeing machine operator	Male	Male	Male	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile dyeing machine tender	Male	Female	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile knitting machine operator	Male	Male	Male	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile knitting machine setter	Male	Female	Female	Female	Female	?	Neutral	?	Male	Female	Female	Male	?	Neutral	?	Male	?
Production occupations	Textile knitting machine tender	Male	Female	Female	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile presser	Male	Female	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile twisting machine operator	Male	Male	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile twisting machine setter	Male	Female	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Textile twisting machine tender	Male	Female	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Textile weaving machine operator	Male	Male	Male	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile weaving machine setter	Male	Female	Female	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile weaving machine tender	Male	Female	Female	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile winding machine operator	Male	Male	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile winding machine setter	Male	Female	Female	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile winding machine tender	Male	Male	Female	Female	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Textile worker	Male	Female	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Tire builder	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Production occupations	Tool filer	Male	Female	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Tool grinder	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Tool maker	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Production occupations	Tool sharpeners	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Turning machine tool operator	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Turning machine tool setter	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Turning machine tool tender	Male	Male	Male	Female	Male	?	Male	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Upholsterer	Male	Female	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Washing equipment operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Washing equipment tender	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	Neutral	Neutral	?	Male	?
Production occupations	Wastewater treatment plant operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Production occupations	Wastewater treatment system operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Water treatment plant operator	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Water treatment system operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Weighers	Male	Male	Male	Female	Female	?	Neutral	?	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Production occupations	Welder	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Production occupations	Welding worker	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	?	?	Male	?
Production occupations	Wood model maker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male
Production occupations	Wood patternmaker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Production occupations	Woodworker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Woodworking machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Woodworking machine setter	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Woodworking machine tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Architecture and engineering occupations	Aerospace engineer	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Architecture and engineering occupations	Agricultural engineer	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	?	?	?	?	Male	?
Architecture and engineering occupations	Architect	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	?	Male	Neutral	?	Male	?
Architecture and engineering occupations	Biomedical engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Architecture and engineering occupations	Cartographer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Chemical engineer	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Architecture and engineering occupations	Civil engineer	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	Male
Architecture and engineering occupations	Computer hardware engineer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	Male
Architecture and engineering occupations	Drafter	Male	Male	Male	Male	?	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Electrical engineer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Female	?
Architecture and engineering occupations	Electronics engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Architecture and engineering occupations	Engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Male	Male	?
Architecture and engineering occupations	Engineering technician	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Male	Male	?
Architecture and engineering occupations	Environmental engineer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Geological engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	Male	Male	?	Male	?
Architecture and engineering occupations	Health and safety engineer	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Architecture and engineering occupations	Industrial engineer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Mapping technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Architecture and engineering occupations	Marine engineer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Male	?	Male	?
Architecture and engineering occupations	Materials engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Mechanical engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Architecture and engineering occupations	Mining engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Mining safety engineer	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	?	?	Male	?
Architecture and engineering occupations	Naval architect	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	?	?	Female	?
Architecture and engineering occupations	Nuclear engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Architecture and engineering occupations	Petroleum engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Architecture and engineering occupations	Photogrammetrist	Male	Female	Male	Male	?	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Architecture and engineering occupations	Surveying technician	Male	Male	Male	Male	Male	?	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Architecture and engineering occupations	Surveyor	Female	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Life, physical, and social science occupations	Agricultural scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	Male
Life, physical, and social science occupations	Agricultural technician	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Life, physical, and social science occupations	Astronomer	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	Male	Neutral	?	Male	?
Life, physical, and social science occupations	Atmospheric scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Life, physical, and social science occupations	Biological scientist	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Life, physical, and social science occupations	Biological technician	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	Male	Neutral	?	Male	?
Life, physical, and social science occupations	Chemical technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Life, physical, and social science occupations	Chemist	Male	Male	Female	Male	Male	?	Male	Male	Male	Female	Male	Male	?	Male	?	Female	?
Life, physical, and social science occupations	Conservation scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Life, physical, and social science occupations	Economist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Life, physical, and social science occupations	Environmental scientist	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Female	?
Life, physical, and social science occupations	Food science technician	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Life, physical, and social science occupations	Food scientist	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Male	?	Male	?
Life, physical, and social science occupations	Forester	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Life, physical, and social science occupations	Geological technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Male	?	Male	?
Life, physical, and social science occupations	Geoscientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Life, physical, and social science occupations	Life science technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Female	Male	?
Life, physical, and social science occupations	Life scientist	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	Female	Female	?
Life, physical, and social science occupations	Materials scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Female	?
Life, physical, and social science occupations	Medical scientist	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Life, physical, and social science occupations	Nuclear technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Female	?
Life, physical, and social science occupations	Petroleum technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Life, physical, and social science occupations	Physical science technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Life, physical, and social science occupations	Physical scientist	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Life, physical, and social science occupations	Physicist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	Male	?	Neutral	Male	?
Life, physical, and social science occupations	Psychologist	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	Male	Male	Neutral	Male	?
Life, physical, and social science occupations	Regional planner	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Female	?
Life, physical, and social science occupations	Social science research assistant	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Life, physical, and social science occupations	Social science technician	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Male	Male	Male	?	Male	?	Male	?
Life, physical, and social science occupations	Social scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Male	?	Male	?
Life, physical, and social science occupations	Sociologist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	Male	Male	?	Male	?
Life, physical, and social science occupations	Space scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Life, physical, and social science occupations	Survey researcher	Male	Female	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Female	?
Life, physical, and social science occupations	Urban planner	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Air traffic controller	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Aircraft pilot	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Male	Male	?
Transportation and material moving occupations	Airfield operations specialist	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Ambulance attendant	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Ambulance driver	Male	Female	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Automotive service attendant	Male	Male	Male	Male	Male	?	Male	Male	Male	Female	Male	?	?	?	?	Male	Male
Transportation and material moving occupations	Boat captain	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Transportation and material moving occupations	Boat operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Bridge tender	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Female	?
Transportation and material moving occupations	Bus driver	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Transportation and material moving occupations	Chauffeur	Male	Male	Female	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Female	?
Transportation and material moving occupations	Conveyor operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Conveyor tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Crane operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Dredge operator	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Driver	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Equipment cleaner	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Excavating machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Flight attendant	Female	Female	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Transportation and material moving occupations	Flight engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Freight mover	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Hoist operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Industrial tractor operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Industrial truck operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Laborer	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	Neutral	Male	?
Transportation and material moving occupations	Loading machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Lock tenders	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Locomotive engineer	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Locomotive operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Machine feeder	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Marine oiler	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Female	?
Transportation and material moving occupations	Material mover	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Material moving worker	Male	Female	Male	Female	Male	?	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Mine shuttle car operator	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Motor vehicle operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Transportation and material moving occupations	Offbearer	Male	Female	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	Male	Male	?	Male	?
Transportation and material moving occupations	Packager	Male	Male	Male	Female	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Packer	Male	Male	Male	Female	Male	Male	Male	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Parking lot attendant	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Pumping station operator	Male	Male	Male	Male	Male	?	Male	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Transportation and material moving occupations	Rail transportation worker	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Transportation and material moving occupations	Railroad brake operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	?	?	Neutral	?	Male	?
Transportation and material moving occupations	Railroad conductor	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Railroad signal operator	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Transportation and material moving occupations	Railroad switch operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Transportation and material moving occupations	Recyclable material collector	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male
Transportation and material moving occupations	Refuse collector	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Female	?
Transportation and material moving occupations	Sailor	Male	Female	Male	Female	?	?	Neutral	Male	Male	Male	Male	Neutral	Male	Neutral	?	Male	?
Transportation and material moving occupations	Sales worker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Ship captain	Male	Male	Male	Female	?	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Ship engineer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Ship loader	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	Male
Transportation and material moving occupations	Ship operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Stock mover	Male	Male	Female	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	Male	Male	?
Transportation and material moving occupations	Streetcar worker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	Male
Transportation and material moving occupations	Subway worker	Male	Male	Female	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Supervisor of material moving workers	Male	Male	Female	Female	Male	Male	Male	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Supervisor of transportation workers	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Tank car loader	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Taxi driver	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Transportation and material moving occupations	Tower operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Transportation attendant	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Transportation inspector	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Transportation worker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Truck driver	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Truck loader	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Transportation and material moving occupations	Vehicle Cleaner	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Watercraft service attendant	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Transportation and material moving occupations	Winch operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Transportation and material moving occupations	Yardmaster	Male	Female	Male	Male	Male	?	Neutral	?	Male	Male	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Actor	Male	Female	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	Male	Male	?	Male	?
